"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"www.brla.gov","2025","/agendacenter/previousversions/_05082025-2118","http://www.brla.gov/agendacenter/previousversions/_05082025-2118","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/formcenter/human-development-services-9/alternate-contact-form-61","http://www.brla.gov/formcenter/human-development-services-9/alternate-contact-form-61","43","43","89.46","0","0.00","0.00"
"www.brla.gov","2025","/metropolitaincouncilmeetingagenda","http://www.brla.gov/metropolitaincouncilmeetingagenda","43","43","100.76","0","0.00","0.07"
"www.brla.gov","2025","/agendacenter/previousversions/_05202020-779","http://www.brla.gov/agendacenter/previousversions/_05202020-779","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/38768/impound-lot-information","http://www.brla.gov/documentcenter/view/38768/impound-lot-information","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/nutrition","http://www.brla.gov/nutrition","43","43","26.28","43","0.07","0.07"
"www.brla.gov","2025","/agendacenter/previousversions/_05132020-775","http://www.brla.gov/agendacenter/previousversions/_05132020-775","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/20494/stgeorgela.gov/faq","http://www.brla.gov/documentcenter/view/20494/stgeorgela.gov/faq","43","43","8.37","0","1.00","0.00"
"www.brla.gov","2025","/338/interpreter-ada-accommodation","http://www.brla.gov/338/interpreter-ada-accommodation","43","43","121.32","0","0.00","0.07"
"www.brla.gov","2025","/25802/emergency-med-services","http://www.brla.gov/25802/emergency-med-services","43","43","17.34","43","0.00","0.00"
"www.brla.gov","2025","/2838/officer-spotlight-belford-johnson","http://www.brla.gov/2838/officer-spotlight-belford-johnson","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/assistance","http://www.brla.gov/assistance","43","43","160.08","43","1.00","1.00"
"www.brla.gov","2025","/456/development/","http://www.brla.gov/456/development/","43","43","0.25","0","0.00","1.00"
"www.brla.gov","2025","/isstrategicplanhttps:/www.brla.gov/documentcenter/view/6593/2019-is-strategic-plan","http://www.brla.gov/isstrategicplanhttps:/www.brla.gov/documentcenter/view/6593/2019-is-strategic-plan","43","43","24.78","0","0.00","0.07"
"www.brla.gov","2025","/agendacenter/metropolitaincouncilmeetingagenda","http://www.brla.gov/agendacenter/metropolitaincouncilmeetingagenda","43","43","17.11","0","0.00","0.07"
"www.brla.gov","2025","/city-court","http://www.brla.gov/city-court","43","43","26.41","0","0.00","0.07"
"www.brla.gov","2025","/899/utility-assistance-liheap","http://www.brla.gov/899/utility-assistance-liheap","43","43","33.37","0","0.00","0.21"
"www.brla.gov","2025","/3333/spanish-summer-2025-school-sites","http://www.brla.gov/3333/spanish-summer-2025-school-sites","43","43","8.00","0","0.93","0.07"
"www.brla.gov","2025","/490/red-light-camera-enforcement","http://www.brla.gov/490/red-light-camera-enforcement","43","43","13.08","43","0.07","0.07"
"www.brla.gov","2025","/developement","http://www.brla.gov/developement","43","43","0.13","43","0.07","0.07"
"www.brla.gov","2025","/912","http://www.brla.gov/912","43","43","2.80","0","0.00","0.21"
"www.brla.gov","2025","/knowledge","http://www.brla.gov/knowledge","43","43","0.10","43","0.00","0.00"
"www.brla.gov","2025","/2989/officer-brett-usey","http://www.brla.gov/2989/officer-brett-usey","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/careerguid","http://www.brla.gov/careerguid","43","43","12.72","43","0.07","0.07"
"www.brla.gov","2025","/ess/","http://www.brla.gov/ess/","43","43","6.15","43","0.07","0.07"
"www.brla.gov","2025","/3348/34344/is-strategic-plan-2023","http://www.brla.gov/3348/34344/is-strategic-plan-2023","43","43","10.13","0","0.00","0.07"
"www.brla.gov","2025","/agendacenter/previousversions/_01092025-2061","http://www.brla.gov/agendacenter/previousversions/_01092025-2061","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/909/trash-recycling","http://www.brla.gov/909/trash-recycling","43","43","30.01","0","0.00","0.21"
"www.brla.gov","2025","/1016/planning-commission","http://www.brla.gov/1016/planning-commission","43","43","1,231.93","43","0.07","0.07"
"www.brla.gov","2025","/jewel-j-newman-community-ce","http://www.brla.gov/jewel-j-newman-community-ce","43","43","15.31","43","0.00","0.00"
"www.brla.gov","2025","/documentcenter/view/19432/road-to-address-homelessness","http://www.brla.gov/documentcenter/view/19432/road-to-address-homelessness","43","43","32.98","0","0.00","0.07"
"www.brla.gov","2025","/1120/tax-facts-newsletters","http://www.brla.gov/1120/tax-facts-newsletters","43","43","4.99","0","0.00","0.07"
"www.brla.gov","2025","/reasonableaccomdation","http://www.brla.gov/reasonableaccomdation","43","43","279.78","0","0.00","0.07"
"www.brla.gov","2025","/2089/information-services","http://www.brla.gov/2089/information-services","42","42","50.08","42","0.21","0.21"
"www.brla.gov","2025","/sandbags","http://www.brla.gov/sandbags","42","42","9.96","0","0.00","0.21"
"www.brla.gov","2025","/700/tax-forms","http://www.brla.gov/700/tax-forms","42","42","40.61","42","0.21","0.21"
"www.brla.gov","2025","/2158/education","http://www.brla.gov/2158/education","42","42","0.25","0","0.00","1.00"
"www.brla.gov","2025","/documentcenter/view/1669/generator-permit-requirement","http://www.brla.gov/documentcenter/view/1669/generator-permit-requirement","42","21","2.33","42","1.00","1.00"
"www.brla.gov","2025","/liheap","http://www.brla.gov/liheap","42","42","10.21","42","0.66","0.66"
"www.brla.gov","2025","/2349/mybr-mobile-app","http://www.brla.gov/2349/mybr-mobile-app","40","40","0.25","40","1.00","1.00"
"www.brla.gov","2025","/499/flood","http://www.brla.gov/499/flood","40","40","0.25","40","1.00","1.00"
"www.brla.gov","2025","/2826/report-recommendation-64","http://www.brla.gov/2826/report-recommendation-64","40","40","23.57","40","0.23","0.23"
"www.brla.gov","2025","/194/city-court-payments","http://www.brla.gov/194/city-court-payments","40","40","10.50","0","0.00","0.23"
"www.brla.gov","2025","/agendacenter/previousversions/_06122025-2145","http://www.brla.gov/agendacenter/previousversions/_06122025-2145","40","40","0.25","40","1.00","1.00"
"www.brla.gov","2025","/heasdstart","http://www.brla.gov/heasdstart","39","39","22.79","39","0.23","0.23"
"www.brla.gov","2025","/recyc","http://www.brla.gov/recyc","39","39","406.81","0","0.00","0.23"
"www.brla.gov","2025","/187/municipal-court","http://www.brla.gov/187/municipal-court","39","39","28.96","39","0.23","0.23"
"www.brla.gov","2025","/index.aspx","http://www.brla.gov/index.aspx","37","37","0.25","37","1.00","1.00"
"www.brla.gov","2025","/605/office-of-community-development","http://www.brla.gov/605/office-of-community-development","37","37","0.25","37","1.00","1.00"
"www.brla.gov","2025","/1572/2-authorization-for-changes","http://www.brla.gov/1572/2-authorization-for-changes","37","37","33.95","0","0.00","0.24"
"www.brla.gov","2025","/agendacenter/viewfile/minutes/_05272020-783","http://www.brla.gov/agendacenter/viewfile/minutes/_05272020-783","37","37","429.16","0","0.00","0.24"
"www.brla.gov","2025","/equal","http://www.brla.gov/equal","37","37","0.25","37","1.00","1.00"
"www.brla.gov","2025","/2934/futurebr-5-year-update","http://www.brla.gov/2934/futurebr-5-year-update","37","37","0.25","0","0.00","1.00"
"www.brla.gov","2025","/196/active-peddler-permits","http://www.brla.gov/196/active-peddler-permits","37","37","28.80","37","0.24","0.24"
"www.brla.gov","2025","/agendacenter/parish-council-1","http://www.brla.gov/agendacenter/parish-council-1","37","37","0.25","37","1.00","1.00"
"www.brla.gov","2025","/2693environmental-landscape","http://www.brla.gov/2693environmental-landscape","37","37","29.85","0","0.00","0.24"
"www.brla.gov","2025","/bids","http://www.brla.gov/bids","37","37","15.55","37","0.24","0.24"
"www.brla.gov","2025","/3190/34407/mayors-office-of-homelessness-prevention","http://www.brla.gov/3190/34407/mayors-office-of-homelessness-prevention","35","35","82.35","0","0.00","0.26"
"www.brla.gov","2025","/adom","http://www.brla.gov/adom","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1599/21-telephone-use","http://www.brla.gov/1599/21-telephone-use","35","35","12.02","0","0.00","0.26"
"www.brla.gov","2025","/jibs","http://www.brla.gov/jibs","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2789/report-recommendation-29","http://www.brla.gov/2789/report-recommendation-29","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/equilizer","http://www.brla.gov/equilizer","35","35","0.25","35","1.00","1.00"
"www.brla.gov","2025","/formcenter/metropolitancouncil-24/public-comments-on-metro-council-agenda159","http://www.brla.gov/formcenter/metropolitancouncil-24/public-comments-on-metro-council-agenda159","35","35","0.25","35","1.00","1.00"
"www.brla.gov","2025","/animalcontrol","http://www.brla.gov/animalcontrol","35","35","58.80","35","0.26","0.26"
"www.brla.gov","2025","/1296/mayors-biography","http://www.brla.gov/1296/mayors-biography","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/formcenter/purchasing-31/training-evaluation-form-226","http://www.brla.gov/formcenter/purchasing-31/training-evaluation-form-226","35","35","56.02","0","0.00","0.26"
"www.brla.gov","2025","/3190/34406/mayors-office-of-homelessness-prevention","http://www.brla.gov/3190/34406/mayors-office-of-homelessness-prevention","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1188/neighborhood-services","http://www.brla.gov/1188/neighborhood-services","35","35","28.24","35","1.00","1.00"
"www.brla.gov","2025","/881/fire-department","http://www.brla.gov/881/fire-department","35","35","16.64","35","0.26","0.26"
"www.brla.gov","2025","/422/emergency-supply-kits","http://www.brla.gov/422/emergency-supply-kits","35","35","0.25","0","0.00","1.00"
"www.brla.gov","2025","/263/2010-comprehensive-annual-financial-repo","http://www.brla.gov/263/2010-comprehensive-annual-financial-repo","34","34","0.25","0","0.00","1.00"
"www.brla.gov","2025","/documentcenter/view/16495/brla.gov/opendatareport","http://www.brla.gov/documentcenter/view/16495/brla.gov/opendatareport","34","34","35.05","0","0.00","0.26"
"www.brla.gov","2025","/516/homeowners-acting-as-contractors","http://www.brla.gov/516/homeowners-acting-as-contractors","34","34","0.25","34","1.00","1.00"
"www.brla.gov","2025","/jobd","http://www.brla.gov/jobd","34","34","108.26","34","0.26","0.26"
"www.brla.gov","2025","/256/occupational-license-tax","http://www.brla.gov/256/occupational-license-tax","34","34","25.07","34","0.26","0.26"
"www.brla.gov","2025","/agendacente","http://www.brla.gov/agendacente","34","34","11.50","34","0.26","0.26"
"www.brla.gov","2025","/130/permits-inspections","http://www.brla.gov/130/permits-inspections","34","34","15.07","34","0.26","0.26"
"www.brla.gov","2025","/391/wastewater/","http://www.brla.gov/391/wastewater/","34","34","0.25","34","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/2730/traffic-ticket-dismissal-info-pdf","http://www.brla.gov/documentcenter/view/2730/traffic-ticket-dismissal-info-pdf","34","34","82.19","0","0.00","0.26"
"www.brla.gov","2025","/equalier","http://www.brla.gov/equalier","34","34","0.25","34","1.00","1.00"
"www.brla.gov","2025","/855/office-ofcommunity-development","http://www.brla.gov/855/office-ofcommunity-development","34","34","73.87","0","0.00","0.26"
"www.brla.gov","2025","/3350/34401/2024-internal-affairs-investigations-sum","http://www.brla.gov/3350/34401/2024-internal-affairs-investigations-sum","34","34","491.77","0","0.00","0.26"
"www.brla.gov","2025","/195/police-department","http://www.brla.gov/195/police-department","34","34","101.34","34","0.26","0.26"
"www.brla.gov","2025","/documentcenter/view/7813/plan-review-application","http://www.brla.gov/documentcenter/view/7813/plan-review-application","34","34","0.25","34","1.00","1.00"
"www.brla.gov","2025","/268/2008-comprehensive-annual-financial-repo","http://www.brla.gov/268/2008-comprehensive-annual-financial-repo","34","34","537.00","0","0.00","0.26"
"www.brla.gov","2025","/470/staff-directory","http://www.brla.gov/470/staff-directory","31","31","28.25","0","0.00","0.29"
"www.brla.gov","2025","/150civilcourt","http://www.brla.gov/150civilcourt","31","31","0.25","31","1.00","1.00"
"www.brla.gov","2025","/metrocouncil","http://www.brla.gov/metrocouncil","31","31","14.52","31","0.29","0.29"
"www.brla.gov","2025","/778/small-claims","http://www.brla.gov/778/small-claims","31","31","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2861/minor-incident","http://www.brla.gov/2861/minor-incident","29","29","0.25","29","1.00","1.00"
"www.brla.gov","2025","/1036/bowl-a-thon","http://www.brla.gov/1036/bowl-a-thon","29","29","0.25","29","1.00","1.00"
"www.brla.gov","2025","/application.aspx","http://www.brla.gov/application.aspx","29","29","25.76","0","0.00","0.31"
"www.brla.gov","2025","/activities","http://www.brla.gov/activities","29","29","5.64","0","0.00","0.31"
"www.brla.gov","2025","/documentcenter/view/9647/use-of-force-2020","http://www.brla.gov/documentcenter/view/9647/use-of-force-2020","29","29","0.25","29","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/6530/case-16-19","http://www.brla.gov/documentcenter/view/6530/case-16-19","29","29","0.25","29","1.00","1.00"
"www.brla.gov","2025","/763/20547/district-11-laurie-adams","http://www.brla.gov/763/20547/district-11-laurie-adams","27","27","593.11","0","0.00","1.00"
"www.brla.gov","2025","//finance","http://www.brla.gov//finance","25","25","144.75","0","0.00","0.36"
"www.brla.gov","2025","/agendacenter/previousversions/_09272023-1678","http://www.brla.gov/agendacenter/previousversions/_09272023-1678","25","25","656.39","0","0.00","0.36"
"www.brla.gov","2025","/534/heating-air","http://www.brla.gov/534/heating-air","25","25","1.63","0","0.00","0.36"
"www.brla.gov","2025","/3287/34445/sedbe-events","http://www.brla.gov/3287/34445/sedbe-events","25","25","0.25","25","1.00","1.00"
"www.brla.gov","2025","/epayaccount.aspx","http://www.brla.gov/epayaccount.aspx","25","25","45.48","0","0.00","0.36"
"www.brla.gov","2025","/1573/3-use-of-city-parish-computers-other-p","http://www.brla.gov/1573/3-use-of-city-parish-computers-other-p","25","25","17.01","0","0.00","0.36"
"www.brla.gov","2025","/187/adjudicated-property","http://www.brla.gov/187/adjudicated-property","25","25","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1652/information-broker","http://www.brla.gov/1652/information-broker","25","25","32.08","0","0.00","0.36"
"www.brla.gov","2025","/3449","http://www.brla.gov/3449","25","25","9.53","0","0.00","0.36"
"www.brla.gov","2025","/1644/service-fee-policies-procedures-manual-i","http://www.brla.gov/1644/service-fee-policies-procedures-manual-i","25","25","73.96","0","0.00","0.36"
"www.brla.gov","2025","/officeofsocialservice","http://www.brla.gov/officeofsocialservice","25","25","55.00","0","0.00","0.36"
"www.brla.gov","2025","/os","http://www.brla.gov/os","25","25","0.25","25","1.00","1.00"
"www.brla.gov","2025","/331.com","http://www.brla.gov/331.com","25","25","59.11","0","0.00","0.36"
"www.brla.gov","2025","/870/fair-housing/","http://www.brla.gov/870/fair-housing/","25","25","177.60","25","0.36","0.36"
"www.brla.gov","2025","/pages/viewarchives/index/2466","http://www.brla.gov/pages/viewarchives/index/2466","25","25","9.38","0","0.64","0.36"
"www.brla.gov","2025","/706.unified-development-code","http://www.brla.gov/706.unified-development-code","25","25","21.98","0","0.00","0.36"
"www.brla.gov","2025","/166/police-department","http://www.brla.gov/166/police-department","24","24","16.54","24","0.38","0.38"
"www.brla.gov","2025","/joblist","http://www.brla.gov/joblist","24","24","17.05","24","0.38","0.38"
"www.brla.gov","2025","/documentcenter/vlew/1660/communttv-","http://www.brla.gov/documentcenter/vlew/1660/communttv-","24","24","0.25","24","1.00","1.00"
